"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","SOURCE","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySkyConditions","HourlySeaLevelPressure","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","Sunrise","Sunset","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","AWND","CDSD","CLDD","DSNW","HDSD","HTDD","DYTS","DYHF","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","REM","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","WindEquipmentChangeDate"
"01001499999","2012-01-01T14:50:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","29.21","41","43","","","","","93","FEW:02 10 SCT:04 15 BKN:07 20","","","7.00","","200","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET078METAR ENSO 011350Z 20006KT 120V270 9999 VCSH FEW010 SCT015 BKN020 06/05 Q0989;","","","","","","","","","",""
"01001499999","2012-01-01T15:20:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","29.21","43","45","","","","","93","SCT:04 10 BKN:07 20","","","7.00","","210","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET074METAR ENSO 011420Z 21010KT 170V250 9999 VCSH SCT010 BKN020TCU 07/06 Q0989;","","","","","","","","","",""
"01001499999","2012-01-01T15:50:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","29.21","43","45","","","","","93","FEW:02 13 BKN:07 20","","","7.00","","210","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET069METAR ENSO 011450Z 21011KT 170V280 9999 FEW013 BKN020TCU 07/06 Q0989;","","","","","","","","","",""
"01001499999","2012-01-01T16:20:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","29.21","41","45","","","","","87","FEW:02 13 BKN:07 20","","","7.00","","200","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET069METAR ENSO 011520Z 20010KT 170V250 9999 FEW013 BKN020TCU 07/05 Q0989;","","","","","","","","","",""
"01001499999","2012-01-01T16:50:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","29.21","43","45","","","","","93","FEW:02 14 BKN:07 20","","","7.00","","200","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET069METAR ENSO 011550Z 20010KT 150V240 9999 FEW014 BKN020TCU 07/06 Q0989;","","","","","","","","","",""
"01001499999","2012-01-01T17:20:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","29.21","41","45","","","","","87","FEW:02 14 SCT:04 20 BKN:07 30","","","7.00","","190","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET076METAR ENSO 011620Z 19011KT 150V240 9999 FEW014 SCT020TCU BKN030 07/05 Q0989;","","","","","","","","","",""
"01001499999","2012-01-01T17:50:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","29.21","41","43","","","","","93","FEW:02 10 SCT:04 20 BKN:07 25","","","7.00","","170","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET076METAR ENSO 011650Z 17011KT 140V210 9999 FEW010 SCT020TCU BKN025 06/05 Q0989;","","","","","","","","","",""
"01001499999","2012-01-01T18:20:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","29.21","41","45","","","","","87","FEW:02 10 BKN:07 15","","","7.00","","180","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET066METAR ENSO 011720Z 18009KT 140V240 9999 FEW010 BKN015 07/05 Q0989;","","","","","","","","","",""
"01001499999","2012-01-01T18:50:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","29.21","41","45","","","","","87","FEW:02 9 BKN:07 14","","","7.00","","190","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET066METAR ENSO 011750Z 19010KT 150V240 9999 FEW009 BKN014 07/05 Q0989;","","","","","","","","","",""
"01001499999","2012-01-02T05:50:00","59.791925","5.34085","48.76","SORSTOKKEN, NO","FM-15","4","29.15","39","41","","||SHRA","","","93","FEW:02 10 SCT:04 17 BKN:07 39","","","7.00","","180","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET082METAR ENSO 020450Z 18009KT 150V210 9999 -SHRA FEW010 SCT017TCU BKN040 05/04 Q0987;","","","","","","","","","",""
