"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","SOURCE","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySkyConditions","HourlySeaLevelPressure","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","Sunrise","Sunset","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","AWND","CDSD","CLDD","DSNW","HDSD","HTDD","DYTS","DYHF","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","REM","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","WindEquipmentChangeDate"
"01007099999","2020-01-01T00:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","3","8","","","+0.03","8","80","","29.29","29.26","","7","310","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN04801007 46/// /3101 11135 21163 39909 49919 58009=","","","","","","","","","",""
"01007099999","2020-01-01T01:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","2","9","","","+0.01","6","75","","29.30","29.27","","8","110","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN06401007 16/// /1102 11128 21164 39913 49923 56005 6//// 333 91106=","","","","","","","","","",""
"01007099999","2020-01-01T02:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","2","10","","","+0.01","6","71","","29.30","29.27","","8","160","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN04801007 46/// /1603 11122 21164 39912 49922 56003=","","","","","","","","","",""
"01007099999","2020-01-01T03:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","2","12","","","0.00","9","63","","29.29","29.26","","10","130","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN04801007 46/// /1303 11109 21167 39910 49920 50001=","","","","","","","","","",""
"01007099999","2020-01-01T04:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","2","12","","","+0.01","7","62","","29.29","29.26","","10","180","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN04801007 46/// /1802 11109 21169 39910 49920 57003=","","","","","","","","","",""
"01007099999","2020-01-01T05:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","1","15","","","+0.01","7","53","","29.29","29.26","","12","140","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN04801007 46/// /1406 11095 21173 39908 49918 57004=","","","","","","","","","",""
"01007099999","2020-01-01T06:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","1","14","","","+0.01","7","55","","29.28","29.25","","11","150","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN04801007 46/// /1506 11098 21172 39905 49915 57005=","","","","","","","","","",""
"01007099999","2020-01-01T07:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","2","14","","","+0.01","6","60","OVC:08 41","29.28","29.25","43.50","11","140","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN09401007 11689 81406 11100 21164 39906 49916 56004 60002 70221 885// 333 21144 48009 70000 91109=","","","","","","","","","",""
"01007099999","2020-01-01T08:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","3","15","","","+0.01","6","58","","29.28","29.25","","12","140","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN04801007 46/// /1405 11094 21162 39906 49916 56002=","","","","","","","","","",""
"01007099999","2020-01-01T09:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","5","15","","","-0.00","2","64","","29.28","29.25","","13","130","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN04801007 46/// /1308 11092 21149 39906 49916 52001=","","","","","","","","","",""
"01007099999","2020-01-01T10:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","6","16","","","0.00","4","65","","29.28","29.25","","14","130","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN04801007 46/// /1307 11088 21143 39906 49916 54001=","","","","","","","","","",""
"01007099999","2020-01-01T11:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","9","16","","","-0.01","3","74","","29.29","29.26","","14","130","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN04801007 46/// /1307 11091 21129 39908 49918 53002=","","","","","","","","","",""
"01007099999","2020-01-01T12:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","8","15","","","0.01","9","74","","29.29","29.26","","13","130","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN04801007 46/// /1307 11095 21133 39909 49919 50003=","","","","","","","","","",""
"01007099999","2020-01-01T13:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","6","16","","","+0.00","8","67","OVC:08 41","29.28","29.25","37.28","14","120","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN07601007 11686 81207 11091 21142 39906 49915 58001 6//// 70222 885// 333 91110=","","","","","","","","","",""
"01007099999","2020-01-01T14:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","6","15","","","+0.01","8","67","","29.27","29.24","","13","140","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN04801007 46/// /1407 11092 21143 39903 49913 58005=","","","","","","","","","",""
"01007099999","2020-01-01T15:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","6","16","","","+0.02","7","64","","29.27","29.24","","14","140","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN04801007 46/// /1406 11089 21146 39902 49912 57007=","","","","","","","","","",""
"01007099999","2020-01-01T16:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","7","15","","","+0.02","7","70","","29.26","29.23","","13","130","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN04801007 46/// /1307 11094 21139 39898 49908 57008=","","","","","","","","","",""
"01007099999","2020-01-01T17:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","9","15","","","+0.02","7","78","","29.25","29.22","","13","140","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN04801007 46/// /1406 11096 21127 39895 49905 57008=","","","","","","","","","",""
"01007099999","2020-01-01T18:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","8","14","","","+0.02","6","78","","29.25","29.22","","13","140","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN04801007 46/// /1406 11099 21131 39895 49905 56007=","","","","","","","","","",""
"01007099999","2020-01-01T19:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","6","14","","","-0.00","3","69","OVC:08 57","29.26","29.23","31.07","12","150","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN08201007 11784 81504 11100 21146 39899 49908 53001 60002 70222 885// 333 11080 91109=","","","","","","","","","",""
"01007099999","2020-01-01T20:00:00","78.9166666","11.9333333","7.7","NY ALESUND, SV","FM-12","4","","6","14","","","-0.01","2","69","","29.26","29.23","","12","110","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN04801007 46/// /1103 11098 21144 39898 49908 52002=","","","","","","","","","",""
